Id,Start_c,end_c,start_epoch,end_epock
8,64393962,64395044,1657225691,1657226773
3,64394361,64395444,1657226090,1657227173
5,64394562,64395444,1657226291,1657227173
14,64395762,64396644,1657227491,1657228373
8,64397441,64398363,1657229170,1657230092
14,64397361,64399043,1657229090,1657230772
15,64398161,64399043,1657229890,1657230772
6,64394762,64399362,1657226491,1657231091
7,64396161,64399442,1657227890,1657231171
5,64395961,64400442,1657227690,1657232171
7,64399760,64401442,1657231489,1657233171
7,64402359,64403241,1657234088,1657234970
8,64402159,64403841,1657233888,1657235570
6,64403358,64404240,1657235087,1657235969
14,64403359,64404241,1657235088,1657235970
14,64404439,64405361,1657236168,1657237090
8,64404558,64405440,1657236287,1657237169
10,64404958,64405840,1657236687,1657237569
14,64405438,64406360,1657237167,1657238089
11,64395362,64406840,1657227091,1657238569
6,64404758,64407639,1657236487,1657239368
7,64404758,64407639,1657236487,1657239368
11,64408157,64409159,1657239886,1657240888
14,64408157,64409159,1657239886,1657240888
6,64408356,64411837,1657240085,1657243566
7,64408956,64412237,1657240685,1657243966
14,64413035,64414037,1657244764,1657245766
6,64413554,64414436,1657245283,1657246165
7,64413354,64414636,1657245083,1657246365
6,64414954,64415836,1657246683,1657247565
7,64415034,64416236,1657246763,1657247965
15,64417553,64418435,1657249282,1657250164
7,64445661,64446543,1657277390,1657278272
7,64447860,64448943,1657279589,1657280672
0,64460055,64460937,1657291784,1657292666
2,64460055,64460937,1657291784,1657292666
3,64460055,64460938,1657291784,1657292667
4,64460055,64460938,1657291784,1657292667
5,64460055,64460938,1657291784,1657292667
6,64458856,64460938,1657290585,1657292667
11,64460056,64460938,1657291785,1657292667
12,64460056,64460938,1657291785,1657292667
13,64460056,64460939,1657291785,1657292668
14,64460056,64460939,1657291785,1657292668
15,64460056,64460939,1657291785,1657292668
7,64460056,64461538,1657291785,1657293267
13,64461256,64462138,1657292985,1657293867
14,64461136,64462138,1657292865,1657293867
6,64461255,64463257,1657292984,1657294986
7,64462455,64463337,1657294184,1657295066
13,64462535,64463537,1657294264,1657295266
14,64462535,64463537,1657294264,1657295266
14,64469852,64470854,1657301581,1657302583
10,64473051,64474732,1657304780,1657306461
6,64474130,64475052,1657305859,1657306781
13,64474131,64475053,1657305860,1657306782
11,64474130,64475172,1657305859,1657306901
14,64474131,64475173,1657305860,1657306902
14,64478769,64479771,1657310498,1657311500
7,64483166,64484048,1657314895,1657315777
8,64499160,64500042,1657330889,1657331771
13,64500040,64500962,1657331769,1657332691
6,64500039,64501042,1657331768,1657332771
14,64500040,64501042,1657331769,1657332771
6,64504238,64505240,1657335967,1657336969
14,64504239,64505241,1657335968,1657336970
6,64505357,64506839,1657337086,1657338568
6,64506957,64509238,1657338686,1657340967
7,64506957,64509239,1657338686,1657340968
13,64507437,64509359,1657339166,1657341088
14,64507357,64509359,1657339086,1657341088
0,64510755,64511637,1657342484,1657343366
2,64510755,64511637,1657342484,1657343366
4,64510755,64511637,1657342484,1657343366
5,64510755,64511637,1657342484,1657343366
6,64510755,64511638,1657342484,1657343367
7,64510755,64511638,1657342484,1657343367
11,64510756,64511638,1657342485,1657343367
12,64510756,64511638,1657342485,1657343367
13,64510756,64511638,1657342485,1657343367
14,64510756,64511638,1657342485,1657343367
15,64510756,64511638,1657342485,1657343367
9,64512555,64513837,1657344284,1657345566
8,64512555,64514037,1657344284,1657345766
9,64515154,64516036,1657346883,1657347765
6,64512035,64516236,1657343764,1657347965
7,64514954,64516436,1657346683,1657348165
3,64515753,64517235,1657347482,1657348964
7,64516953,64517835,1657348682,1657349564
9,64516753,64519035,1657348482,1657350764
8,64518352,64519434,1657350081,1657351163
7,64519152,64520034,1657350881,1657351763
6,64518752,64520554,1657350481,1657352283
3,64519152,64521233,1657350881,1657352962
7,64520951,64522433,1657352680,1657354162
6,64520831,64522633,1657352560,1657354362
6,64530067,64530950,1657361796,1657362679
6,64531067,64531949,1657362796,1657363678
13,64535666,64536668,1657367395,1657368397
14,64535666,64536668,1657367395,1657368397
2,64537464,64538346,1657369193,1657370075
5,64537464,64538347,1657369193,1657370076
11,64537465,64538347,1657369194,1657370076
12,64537465,64538347,1657369194,1657370076
13,64537465,64538347,1657369194,1657370076
14,64537465,64538348,1657369194,1657370077
15,64537465,64538348,1657369194,1657370077
6,64539464,64540346,1657371193,1657372075
13,64539344,64540347,1657371073,1657372076
14,64539345,64540347,1657371074,1657372076
5,64539863,64540746,1657371592,1657372475
14,64540944,64541946,1657372673,1657373675
2,64542262,64543144,1657373991,1657374873
12,64542263,64543145,1657373992,1657374874
13,64542263,64543145,1657373992,1657374874
14,64542263,64543146,1657373992,1657374875
15,64542264,64543146,1657373993,1657374875
14,64545342,64547064,1657377071,1657378793
5,64546461,64547743,1657378190,1657379472
11,64547461,64548343,1657379190,1657380072
14,64547341,64548943,1657379070,1657380672
13,64549460,64550342,1657381189,1657382071
14,64549341,64550343,1657381070,1657382072
15,64549461,64550343,1657381190,1657382072
14,64550740,64551742,1657382469,1657383471
13,64551859,64552741,1657383588,1657384470
14,64551860,64552742,1657383589,1657384471
5,64557057,64558538,1657388786,1657390267
13,64558657,64559539,1657390386,1657391268
7,64601359,64602241,1657433088,1657433970
11,64604558,64605440,1657436287,1657437169
10,64605558,64606640,1657437287,1657438369
11,64607237,64608239,1657438966,1657439968
5,64601559,64609238,1657433288,1657440967
10,64608357,64609239,1657440086,1657440968
11,64610756,64611758,1657442485,1657443487
11,64612155,64613237,1657443884,1657444966
11,64615154,64616156,1657446883,1657447885
11,64617033,64617955,1657448762,1657449684
11,64618033,64619355,1657449762,1657451084
12,64618033,64619355,1657449762,1657451084
13,64617553,64619355,1657449282,1657451084
14,64617753,64619435,1657449482,1657451164
4,64619152,64620234,1657450881,1657451963
5,64618952,64620354,1657450681,1657452083
6,64618952,64620354,1657450681,1657452083
10,64659656,64660938,1657491385,1657492667
10,64662255,64663137,1657493984,1657494866
11,64662255,64663137,1657493984,1657494866
5,64663054,64663936,1657494783,1657495665
13,64666454,64667336,1657498183,1657499065
11,64669052,64669934,1657500781,1657501663
5,64668652,64670134,1657500381,1657501863
11,64670732,64672333,1657502461,1657504062
7,64673850,64674772,1657505579,1657506501
5,64670451,64674972,1657502180,1657506701
6,64673650,64675172,1657505379,1657506901
10,64677369,64678451,1657509098,1657510180
11,64679768,64681050,1657511497,1657512779
11,64681767,64682649,1657513496,1657514378
5,64687764,64689966,1657519493,1657521695
10,64695562,64696444,1657527291,1657528173
8,64698360,64699242,1657530089,1657530971
10,64698560,64699443,1657530289,1657531172
11,64694162,64700042,1657525891,1657531771
11,64700560,64702441,1657532289,1657534170
11,64702559,64703441,1657534288,1657535170
11,64707557,64708439,1657539286,1657540168
11,64709356,64710238,1657541085,1657541967
11,64712755,64713637,1657544484,1657545366
7,64715633,64716555,1657547362,1657548284
5,64714753,64716835,1657546482,1657548564
5,64717352,64719034,1657549081,1657550763
11,64715754,64719235,1657547483,1657550964
11,64723351,64725952,1657555080,1657557681
11,64728868,64729750,1657560597,1657561479
11,64735266,64736348,1657566995,1657568077
3,64735665,64736947,1657567394,1657568676
11,64737945,64738867,1657569674,1657570596
7,64739464,64740746,1657571193,1657572475
11,64763255,64764137,1657594984,1657595866
6,64771051,64771933,1657602780,1657603662
5,64770451,64772733,1657602180,1657604462
7,64771851,64772733,1657603580,1657604462
5,64775769,64776651,1657607498,1657608380
13,64778169,64779051,1657609898,1657610780
10,64780768,64782249,1657612497,1657613978
11,64782167,64783049,1657613896,1657614778
11,64790964,64791846,1657622693,1657623575
5,64814554,64815436,1657646283,1657647165
5,64815953,64816835,1657647682,1657648564
14,64815954,64816836,1657647683,1657648565
11,64815834,64818035,1657647563,1657649764
10,64819352,64820234,1657651081,1657651963
11,64818553,64822633,1657650282,1657654362
11,64822951,64823833,1657654680,1657655562
10,64826069,64826951,1657657798,1657658680
11,64826070,64827072,1657657799,1657658801
5,64844462,64845344,1657676191,1657677073
11,64858736,64859738,1657690465,1657691467
14,64858857,64859739,1657690586,1657691468
15,64858857,64859739,1657690586,1657691468
11,64861855,64863657,1657693584,1657695386
11,64864454,64865736,1657696183,1657697465
6,64866853,64868734,1657698582,1657700463
11,64867653,64868735,1657699382,1657700464
5,64866053,64869134,1657697782,1657700863
7,64869252,64870134,1657700981,1657701863
6,64869452,64870334,1657701181,1657702063
14,64870132,64871054,1657701861,1657702783
5,64872051,64872933,1657703780,1657704662
14,64872051,64872934,1657703780,1657704663
15,64872052,64872934,1657703781,1657704663
5,64873850,64874772,1657705579,1657706501
11,64901959,64902841,1657733688,1657734570
11,64908037,64910638,1657739766,1657742367
11,64911755,64920834,1657743484,1657752563
6,64922750,64923632,1657754479,1657755361
5,64922750,64924032,1657754479,1657755761
14,64923151,64924033,1657754880,1657755762
14,64925270,64926272,1657756999,1657758001
6,64927069,64927951,1657758798,1657759680
13,64927069,64927951,1657758798,1657759680
14,64927069,64927952,1657758798,1657759681
15,64927070,64927952,1657758799,1657759681
14,64929868,64930750,1657761597,1657762479
6,64931067,64931949,1657762796,1657763678
12,64931068,64931950,1657762797,1657763679
13,64931068,64931950,1657762797,1657763679
14,64931068,64931950,1657762797,1657763679
15,64931068,64931950,1657762797,1657763679
6,64934266,64935148,1657765995,1657766877
11,64931068,64935148,1657762797,1657766877
11,64936265,64937147,1657767994,1657768876
6,64936665,64937547,1657768394,1657769276
7,64934266,64937747,1657765995,1657769476
7,64939464,64941345,1657771193,1657773074
11,64941863,64943145,1657773592,1657774874
7,64941463,64944144,1657773192,1657775873
3,64945261,64946343,1657776990,1657778072
6,64949060,64949942,1657780789,1657781671
6,64950259,64951341,1657781988,1657783070
0,64951458,64952340,1657783187,1657784069
2,64951458,64952341,1657783187,1657784070
6,64951459,64952341,1657783188,1657784070
12,64951459,64952342,1657783188,1657784071
13,64951460,64952342,1657783189,1657784071
15,64951460,64952342,1657783189,1657784071
6,64953858,64954740,1657785587,1657786469
13,64953859,64954741,1657785588,1657786470
14,64950460,64954741,1657782189,1657786470
15,64953859,64954741,1657785588,1657786470
14,64955058,64955940,1657786787,1657787669
11,64990164,64991046,1657821893,1657822775
10,64993962,64994844,1657825691,1657826573
10,64996361,64997243,1657828090,1657828972
10,65004358,65005440,1657836087,1657837169
11,65004638,65006040,1657836367,1657837769
7,65004958,65006639,1657836687,1657838368
11,65006557,65007439,1657838286,1657839168
11,65014354,65015236,1657846083,1657846965
7,65074250,65075172,1657905979,1657906901
7,65077169,65078251,1657908898,1657909980
7,65078568,65079450,1657910297,1657911179
13,65113355,65116436,1657945084,1657948165
6,65114354,65116635,1657946083,1657948364
5,65114354,65117835,1657946083,1657949564
3,65118552,65119434,1657950281,1657951163
11,65114754,65120434,1657946483,1657952163
5,65120151,65121033,1657951880,1657952762
6,65119352,65121833,1657951081,1657953562
10,65120951,65122433,1657952680,1657954162
11,65121351,65122553,1657953080,1657954282
7,65120551,65122833,1657952280,1657954562
5,65122550,65123432,1657954279,1657955161
11,65122751,65126152,1657954480,1657957881
5,65126869,65128550,1657958598,1657960279
6,65127668,65129150,1657959397,1657960879
7,65128468,65130350,1657960197,1657962079
7,65131667,65132549,1657963396,1657964278
7,65133666,65134548,1657965395,1657966277
6,65140063,65140946,1657971792,1657972675
5,65141663,65142545,1657973392,1657974274
6,65143262,65144144,1657974991,1657975873
5,65143662,65144744,1657975391,1657976473
7,65143262,65144744,1657974991,1657976473
7,65165653,65167735,1657997382,1657999464
10,65170052,65171734,1658001781,1658003463
11,65169732,65172133,1658001461,1658003862
11,65172251,65173933,1658003980,1658005662
10,65173650,65174572,1658005379,1658006301
11,65174770,65175652,1658006499,1658007381
11,65176969,65177851,1658008698,1658009580
5,65181966,65184248,1658013695,1658015977
6,65183366,65184248,1658015095,1658015977
11,65183766,65185448,1658015495,1658017177
7,65184166,65185848,1658015895,1658017577
6,65184566,65186047,1658016295,1658017776
11,65186965,65189167,1658018694,1658020896
11,65190164,65191046,1658021893,1658022775
11,65192363,65193245,1658024092,1658024974
10,65197161,65199043,1658028890,1658030772
10,65200160,65201042,1658031889,1658032771
11,65200760,65202161,1658032489,1658033890
10,65201159,65202241,1658032888,1658033970
11,65202359,65204441,1658034088,1658036170
7,65203758,65204640,1658035487,1658036369
10,65208556,65210038,1658040285,1658041767
11,65207237,65211558,1658038966,1658043287
11,65213355,65214437,1658045084,1658046166
6,65214554,65216435,1658046283,1658048164
5,65214354,65216635,1658046083,1658048364
13,65217353,65218235,1658049082,1658049964
5,65217552,65218554,1658049281,1658050283
11,65215634,65218635,1658047363,1658050364
6,65217352,65219034,1658049081,1658050763
7,65218552,65219954,1658050281,1658051683
6,65219352,65220434,1658051081,1658052163
5,65219152,65220634,1658050881,1658052363
13,65218553,65220634,1658050282,1658052363
7,65220751,65221633,1658052480,1658053362
14,65220952,65221834,1658052681,1658053563
14,65221951,65222833,1658053680,1658054562
13,65221751,65222953,1658053480,1658054682
11,65233067,65233949,1658064796,1658065678
11,65234666,65235548,1658066395,1658067277
11,65237665,65240146,1658069394,1658071875
6,65242662,65243544,1658074391,1658075273
11,65254258,65255140,1658085987,1658086869
7,65257257,65258139,1658088986,1658089868
7,65259856,65261457,1658091585,1658093186
7,65263254,65264136,1658094983,1658095865
6,65264054,65264936,1658095783,1658096665
7,65266253,65267735,1658097982,1658099464
7,65268252,65269134,1658099981,1658100863
5,65266053,65269334,1658097782,1658101063
6,65266053,65269534,1658097782,1658101263
12,65268852,65269734,1658100581,1658101463
5,65271651,65272533,1658103380,1658104262
11,65272451,65276452,1658104180,1658108181
5,65274969,65276651,1658106698,1658108380
11,65276569,65277451,1658108298,1658109180
11,65278169,65279051,1658109898,1658110780
5,65279368,65280849,1658111097,1658112578
7,65279568,65281169,1658111297,1658112898
6,65280167,65281449,1658111896,1658113178
11,65300560,65301442,1658132289,1658133171
6,65306157,65307039,1658137886,1658138768
6,65307356,65308239,1658139085,1658139968
7,65308156,65309038,1658139885,1658140767
10,65317153,65318635,1658148882,1658150364
7,65318152,65319034,1658149881,1658150763
11,65318233,65319235,1658149962,1658150964
11,65320152,65321034,1658151881,1658152763
6,65320351,65321233,1658152080,1658152962
7,65379568,65381050,1658211297,1658212779
11,65389964,65390846,1658221693,1658222575
11,65391563,65392445,1658223292,1658224174
9,65406157,65407039,1658237886,1658238768
10,65405957,65408839,1658237686,1658240568
10,65409756,65410638,1658241485,1658242367
7,65410355,65411237,1658242084,1658242966
3,65411554,65412437,1658243283,1658244166
7,65413754,65415356,1658245483,1658247085
11,65406157,65417035,1658237886,1658248764
13,65445062,65445944,1658276791,1658277673
12,65444862,65446944,1658276591,1658278673
5,65451059,65451941,1658282788,1658283670
6,65454258,65455140,1658285987,1658286869
7,65455257,65456339,1658286986,1658288068
6,65458656,65460538,1658290385,1658292267
7,65458056,65460738,1658289785,1658292467
6,65462254,65463137,1658293983,1658294866
6,65467053,65467935,1658298782,1658299664
10,65468852,65470334,1658300581,1658302063
7,65474050,65474972,1658305779,1658306701
7,65478368,65479250,1658310097,1658310979
6,65478368,65479850,1658310097,1658311579
10,65479368,65480650,1658311097,1658312379
11,65479368,65481650,1658311097,1658313379
7,65483366,65484248,1658315095,1658315977
5,65483566,65484448,1658315295,1658316177
6,65482166,65484848,1658313895,1658316577
7,65484965,65485848,1658316694,1658317577
11,65484366,65485848,1658316095,1658317577
11,65488844,65490246,1658320573,1658321975
6,65500559,65501441,1658332288,1658333170
11,65505358,65506240,1658337087,1658337969
11,65506557,65507439,1658338286,1658339168
3,65507356,65508358,1658339085,1658340087
4,65507236,65508358,1658338965,1658340087
5,65507156,65508438,1658338885,1658340167
6,65507156,65508439,1658338885,1658340168
7,65507157,65508439,1658338886,1658340168
11,65507557,65508639,1658339286,1658340368
12,65507557,65508639,1658339286,1658340368
15,65507557,65508639,1658339286,1658340368
14,65507437,65508759,1658339166,1658340488
13,65507437,65508839,1658339166,1658340568
6,65537664,65538546,1658369393,1658370275
14,65537865,65538747,1658369594,1658370476
15,65537865,65538747,1658369594,1658370476
14,65548661,65549743,1658380390,1658381472
6,65549859,65550742,1658381588,1658382471
11,65551859,65552741,1658383588,1658384470
13,65551859,65552741,1658383588,1658384470
15,65551859,65552742,1658383588,1658384471
5,65552058,65552941,1658383787,1658384670
14,65549860,65552941,1658381589,1658384670
6,65550859,65553940,1658382588,1658385669
5,65554537,65556339,1658386266,1658388068
6,65554058,65557059,1658385787,1658388788
7,65557057,65558538,1658388786,1658390267
15,65559057,65559939,1658390786,1658391668
11,65557857,65562137,1658389586,1658393866
14,65562655,65563537,1658394384,1658395266
15,65562655,65563537,1658394384,1658395266
11,65568253,65569135,1658399982,1658400864
11,65569852,65570734,1658401581,1658402463
14,65569852,65570734,1658401581,1658402463
14,65576569,65577451,1658408298,1658409180
7,65576569,65577651,1658408298,1658409380
12,65585366,65586248,1658417095,1658417977
11,65591163,65592245,1658422892,1658423974
14,65591364,65592246,1658423093,1658423975
15,65591364,65592246,1658423093,1658423975
11,65592363,65593365,1658424092,1658425094
10,65595162,65596444,1658426891,1658428173
11,65594562,65596843,1658426291,1658428572
7,65597760,65598642,1658429489,1658430371
9,65599760,65600642,1658431489,1658432371
11,65599160,65600642,1658430889,1658432371
5,65601359,65603240,1658433088,1658434969
13,65602559,65603441,1658434288,1658435170
7,65600759,65604840,1658432488,1658436569
14,65604158,65605040,1658435887,1658436769
15,65604159,65605041,1658435888,1658436770
6,65600559,65606439,1658432288,1658438168
7,65604957,65606439,1658436686,1658438168
14,65606158,65607040,1658437887,1658438769
11,65608157,65609039,1658439886,1658440768
11,65610955,65611837,1658442684,1658443566
14,65618953,65619835,1658450682,1658451564
11,65621951,65622953,1658453680,1658454682
11,65623550,65624472,1658455279,1658456201
11,65632067,65632949,1658463796,1658464678
14,65632067,65632949,1658463796,1658464678
15,65632067,65632950,1658463796,1658464679
11,65634866,65638347,1658466595,1658470076
6,65646061,65646943,1658477790,1658478672
14,65646062,65646944,1658477791,1658478673
7,65646061,65647743,1658477790,1658479472
7,65647860,65650542,1658479589,1658482271
7,65650659,65651741,1658482388,1658483470
6,65651259,65652261,1658482988,1658483990
14,65651260,65652262,1658482989,1658483991
6,65659535,65660458,1658491264,1658492187
13,65659536,65660458,1658491265,1658492187
14,65659456,65660458,1658491185,1658492187
7,65666453,65667335,1658498182,1658499064
6,65666333,65668334,1658498062,1658500063
15,65674131,65675053,1658505860,1658506782
13,65674130,65675172,1658505859,1658506901
14,65674130,65675172,1658505859,1658506901
7,65679368,65680250,1658511097,1658511979
0,65681966,65682848,1658513695,1658514577
2,65681966,65682848,1658513695,1658514577
3,65681966,65682849,1658513695,1658514578
4,65681966,65682849,1658513695,1658514578
5,65681966,65682849,1658513695,1658514578
6,65681967,65682849,1658513696,1658514578
10,65681967,65682849,1658513696,1658514578
11,65681967,65682849,1658513696,1658514578
12,65681967,65682849,1658513696,1658514578
13,65681967,65682850,1658513696,1658514579
14,65681967,65682850,1658513696,1658514579
15,65681967,65682850,1658513696,1658514579
0,65683165,65684048,1658514894,1658515777
1,65683166,65684048,1658514895,1658515777
2,65683166,65684048,1658514895,1658515777
5,65683166,65684048,1658514895,1658515777
6,65683166,65684048,1658514895,1658515777
11,65683167,65684049,1658514896,1658515778
12,65683167,65684049,1658514896,1658515778
13,65683167,65684049,1658514896,1658515778
14,65683167,65684049,1658514896,1658515778
15,65683167,65684049,1658514896,1658515778
7,65698560,65699442,1658530289,1658531171
7,65701959,65702841,1658533688,1658534570
7,65702958,65703840,1658534687,1658535569
6,65699360,65705640,1658531089,1658537369
7,65704358,65705640,1658536087,1658537369
7,65705957,65706839,1658537686,1658538568
6,65705757,65707839,1658537486,1658539568
15,65709237,65710158,1658540966,1658541887
13,65709236,65710238,1658540965,1658541967
14,65709236,65710238,1658540965,1658541967
13,65726469,65727471,1658558198,1658559200
14,65726470,65727472,1658558199,1658559201
15,65726470,65727472,1658558199,1658559201
15,65734746,65735668,1658566475,1658567397
6,65734745,65735747,1658566474,1658567476
7,65734466,65735748,1658566195,1658567477
13,65734746,65735748,1658566475,1658567477
14,65734746,65735748,1658566475,1658567477
7,65736265,65737147,1658567994,1658568876
7,65738664,65740146,1658570393,1658571875
6,65738264,65741745,1658569993,1658573474
7,65740463,65742545,1658572192,1658574274
13,65741543,65742546,1658573272,1658574275
14,65741543,65742546,1658573272,1658574275
15,65741664,65742546,1658573393,1658574275
7,65743262,65744144,1658574991,1658575873
15,65743263,65744145,1658574992,1658575874
13,65743263,65744265,1658574992,1658575994
14,65743263,65744265,1658574992,1658575994
13,65745462,65746464,1658577191,1658578193
14,65745462,65746464,1658577191,1658578193
15,65745542,65746464,1658577271,1658578193
7,65754857,65755939,1658586586,1658587668
7,65774769,65775852,1658606498,1658607581
6,65774969,65777571,1658606698,1658609300
8,65783966,65784848,1658615695,1658616577
9,65784766,65785648,1658616495,1658617377
6,65785045,65785967,1658616774,1658617696
15,65785046,65785968,1658616775,1658617697
13,65785046,65786048,1658616775,1658617777
14,65785046,65786048,1658616775,1658617777
7,65792163,65793964,1658623892,1658625693
7,65794162,65797043,1658625891,1658628772
7,65797161,65798043,1658628890,1658629772
6,65792362,65799042,1658624091,1658630771
13,65798561,65799563,1658630290,1658631292
14,65798561,65799563,1658630290,1658631292
15,65798561,65799563,1658630290,1658631292
6,65800159,65801641,1658631888,1658633370
7,65801359,65802841,1658633088,1658634570
6,65803758,65804640,1658635487,1658636369
14,65803639,65804641,1658635368,1658636370
6,65804957,65806239,1658636686,1658637968
13,65806357,65807239,1658638086,1658638968
14,65806358,65807959,1658638087,1658639688
6,65807356,65808438,1658639085,1658640167
3,65808156,65809038,1658639885,1658640767
10,65810955,65812037,1658642684,1658643766
2,65819751,65820633,1658651480,1658652362
5,65819751,65820634,1658651480,1658652363
15,65819752,65822234,1658651481,1658653963
13,65819752,65822833,1658651481,1658654562
13,65823351,65824273,1658655080,1658656002
14,65819032,65824273,1658650761,1658656002
6,65823550,65824472,1658655279,1658656201
10,65834866,65835748,1658666595,1658667477
14,65834866,65835748,1658666595,1658667477
15,65834866,65835748,1658666595,1658667477
7,65860255,65861137,1658691984,1658692866
14,65860456,65861338,1658692185,1658693067
7,65861655,65862537,1658693384,1658694266
7,65865853,65866735,1658697582,1658698464
10,65904958,65905840,1658736687,1658737569
12,65905558,65906440,1658737287,1658738169
12,65906557,65907439,1658738286,1658739168
11,65904558,65908439,1658736287,1658740168
5,65909755,65911037,1658741484,1658742766
14,65911755,65912637,1658743484,1658744366
12,65911355,65912837,1658743084,1658744566
7,65911755,65913037,1658743484,1658744766
11,65909956,65913037,1658741685,1658744766
13,65913355,65914237,1658745084,1658745966
6,65906557,65914836,1658738286,1658746565
12,65915554,65916436,1658747283,1658748165
7,65914154,65916635,1658745883,1658748364
12,65916953,65917835,1658748682,1658749564
11,65917953,65918835,1658749682,1658750564
10,65917952,65919434,1658749681,1658751163
7,65917152,65919634,1658748881,1658751363
6,65918152,65920434,1658749881,1658752163
7,65919951,65920833,1658751680,1658752562
7,65920951,65922633,1658752680,1658754362
9,65921551,65922633,1658753280,1658754362
10,65922431,65923433,1658754160,1658755162
7,65923550,65924472,1658755279,1658756201
6,65940463,65941945,1658772192,1658773674
7,65943662,65944544,1658775391,1658776273
7,65983566,65984448,1658815295,1658816177
6,65984166,65987847,1658815895,1658819576
7,65987045,65988846,1658818774,1658820575
14,65990964,65992245,1658822693,1658823974
7,65990163,65992445,1658821892,1658824174
12,65990764,65993245,1658822493,1658824974
13,65990764,65993445,1658822493,1658825174
6,65988964,65993644,1658820693,1658825373
7,65993362,65994644,1658825091,1658826373
6,65993962,65995444,1658825691,1658827173
7,65994761,65995644,1658826490,1658827373
14,65997561,65998443,1658829290,1658830172
14,65999760,66000642,1658831489,1658832371
12,66000959,66002641,1658832688,1658834370
13,66001959,66003241,1658833688,1658834970
7,66003558,66004440,1658835287,1658836169
7,66004757,66005640,1658836486,1658837369
7,66006557,66007439,1658838286,1658839168
10,66009956,66010838,1658841685,1658842567
11,66009956,66012237,1658841685,1658843966
7,66015153,66016035,1658846882,1658847764
6,66036665,66037547,1658868394,1658869276
7,66061055,66062937,1658892784,1658894666
14,66063055,66063937,1658894784,1658895666
12,66065454,66066536,1658897183,1658898265
7,66066933,66067935,1658898662,1658899664
12,66066853,66068135,1658898582,1658899864
7,66068252,66069334,1658899981,1658901063
6,66062254,66069534,1658893983,1658901263
12,66068452,66070134,1658900181,1658901863
11,66070252,66071134,1658901981,1658902863
6,66070251,66071533,1658901980,1658903262
14,66071651,66072533,1658903380,1658904262
6,66074250,66076251,1658905979,1658907980
10,66076169,66077251,1658907898,1658908980
11,66076169,66077251,1658907898,1658908980
6,66076369,66077451,1658908098,1658909180
7,66075769,66077451,1658907498,1658909180
15,66077769,66078651,1658909498,1658910380
7,66078568,66079450,1658910297,1658911179
11,66078568,66079450,1658910297,1658911179
7,66080567,66081449,1658912296,1658913178
11,66081567,66082449,1658913296,1658914178
7,66082566,66083448,1658914295,1658915177
15,66084166,66085048,1658915895,1658916777
9,66086365,66087847,1658918094,1658919576
8,66089564,66090446,1658921293,1658922175
13,66092963,66093845,1658924692,1658925574
14,66093043,66094764,1658924772,1658926493
5,66093362,66095244,1658925091,1658926973
7,66094362,66095244,1658926091,1658926973
12,66094362,66095244,1658926091,1658926973
13,66094162,66095844,1658925891,1658927573
12,66095362,66096244,1658927091,1658927973
7,66096561,66097443,1658928290,1658929172
13,66096961,66097843,1658928690,1658929572
12,66096961,66098443,1658928690,1658930172
6,66093962,66098642,1658925691,1658930371
6,66101958,66103440,1658933687,1658935169
6,66105157,66106039,1658936886,1658937768
15,66106358,66107240,1658938087,1658938969
12,66107357,66108439,1658939086,1658940168
11,66129148,66130150,1658960877,1658961879
11,66150060,66150942,1658981789,1658982671
9,66150659,66151741,1658982388,1658983470
10,66151259,66153541,1658982988,1658985270
11,66151459,66153741,1658983188,1658985470
9,66153058,66154140,1658984787,1658985869
10,66154658,66155540,1658986387,1658987269
11,66154658,66156340,1658986387,1658988069
7,66156257,66157339,1658987986,1658989068
12,66156857,66157939,1658988586,1658989668
6,66158856,66160338,1658990585,1658992067
7,66157656,66161337,1658989385,1658993066
6,66161255,66162537,1658992984,1658994266
7,66184166,66185048,1659015895,1659016777
7,66186565,66187447,1659018294,1659019176
6,66233066,66234548,1659064795,1659066277
6,66236465,66237347,1659068194,1659069076
6,66237464,66238346,1659069193,1659070075
7,66241863,66243544,1659073592,1659075273
7,66270251,66271533,1659101980,1659103262
7,66272050,66272933,1659103779,1659104662
7,66286964,66287847,1659118693,1659119576
6,66323950,66325152,1659155679,1659156881
6,66325469,66326351,1659157198,1659158080
11,66327469,66328351,1659159198,1659160080
12,66327469,66328351,1659159198,1659160080
13,66327469,66328351,1659159198,1659160080
14,66327469,66328351,1659159198,1659160080
15,66327469,66328351,1659159198,1659160080
7,66327468,66329150,1659159197,1659160879
6,66327468,66329750,1659159197,1659161479
6,66329867,66330749,1659161596,1659162478
7,66330067,66330949,1659161796,1659162678
0,66333065,66333948,1659164794,1659165677
11,66333066,66333949,1659164795,1659165678
12,66333067,66333949,1659164796,1659165678
13,66333067,66333949,1659164796,1659165678
14,66333067,66333949,1659164796,1659165678
15,66333067,66333949,1659164796,1659165678
7,66332666,66334748,1659164395,1659166477
6,66337464,66338346,1659169193,1659170075
7,66337544,66338546,1659169273,1659170275
7,66339463,66341145,1659171192,1659172874
12,66342263,66343145,1659173992,1659174874
12,66344662,66345544,1659176391,1659177273
13,66344662,66345544,1659176391,1659177273
7,66345061,66346143,1659176790,1659177872
6,66353258,66354340,1659184987,1659186069
13,66364334,66365336,1659196063,1659197065
14,66364334,66365336,1659196063,1659197065
7,66365453,66366935,1659197182,1659198664
13,66369052,66369934,1659200781,1659201663
